code,property,needs_translation,default,translated
ZA_EC_TEST_TEST,SHORT_NAME,t,Testdep. ZA_EC,Testabt. ZA_EC
ZA_FS,NAME,t,Free State,Freistaat
ZA_FS,SHORT_NAME,t,Free State,Freistaat
ZA_FS_TEST,NAME,t,Testhospital - Free State,Testkrankenhaus - Freistaat
ZA_FS_TEST,SHORT_NAME,t,Testhosp. ZA_FS,Testkrh. ZA_FS
ZA_FS_TEST_TEST,NAME,t,Testdepartment - Free State,Testabteilung - Freistaat
ZA_FS_TEST_TEST,SHORT_NAME,t,Testdep. ZA_FS,Testabt. ZA_FS
ZA_GP,NAME,f,Gauteng,
ZA_GP,SHORT_NAME,f,Gauteng,
ZA_GP_TEST,NAME,t,Testhospital - Gauteng,Testkrankenhaus - Gauteng
ZA_GP_TEST,SHORT_NAME,t,Testhosp. ZA_GP,Testkrh. ZA_GP
ZA_GP_TEST_TEST,NAME,t,Testdepartment - Gauteng,Testabteilung - Gauteng
ZA_GP_TEST_TEST,SHORT_NAME,t,Testdep. ZA_GP,Testabt. ZA_GP
ZA_KZN,NAME,f,KwaZulu-Natal,
ZA_KZN,SHORT_NAME,f,KwaZulu-Natal,
ZA_KZN_TEST,NAME,t,Testhospital - KwaZulu-Natal,Testkrankenhaus - KwaZulu-Natal
ZA_KZN_TEST,SHORT_NAME,t,Testhosp. ZA_KZN,Testkrh. ZA_KZN
ZA_KZN_TEST_TEST,NAME,t,Testdepartment - KwaZulu-Natal,Testabteilung - KwaZulu-Natal
ZA_KZN_TEST_TEST,SHORT_NAME,t,Testdep. ZA_KZN,Testabt. ZA_KZN
ZA_LP,NAME,f,Limpopo,
ZA_LP,SHORT_NAME,f,Limpopo,
ZA_LP_TEST,NAME,t,Testhospital - Limpopo,Testkrankenhaus - Limpopo
ZA_LP_TEST,SHORT_NAME,t,Testhosp. ZA_LP,Testkrh. ZA_LP
ZA_LP_TEST_TEST,NAME,t,Testdepartment - Limpopo,Testabteilung - Limpopo
ZA_LP_TEST_TEST,SHORT_NAME,t,Testdep. ZA_LP,Testabt. ZA_LP
ZA_MP,NAME,f,Mpumalanga,
ZA_MP,SHORT_NAME,f,Mpumalanga,
ZA_MP_TEST,NAME,t,Testhospital - Mpumalanga,Testkrankenhaus - Mpumalanga
ZA_MP_TEST,SHORT_NAME,t,Testhosp. ZA_MP,Testkrh. ZA_MP
ZA_MP_TEST_TEST,NAME,t,Testdepartment - Mpumalanga,Testabteilung - Mpumalanga
ZA_MP_TEST_TEST,SHORT_NAME,t,Testdep. ZA_MP,Testabt. ZA_MP
ZA_NC,NAME,t,Northern Cape,Nordkap
ZA_NC,SHORT_NAME,t,Northern Cape,Nordkap
ZA_NC_TEST,NAME,t,Testhospital - Northern Cape,Testkrankenhaus - Nordkap
ZA_NC_TEST,SHORT_NAME,t,Testhosp. ZA_NC,Testkrh. ZA_NC
ZA_NC_TEST_TEST,NAME,t,Testdepartment - Northern Cape,Testabteilung - Nordkap
ZA_NC_TEST_TEST,SHORT_NAME,t,Testdep. ZA_NC,Testabt. ZA_NC
ZA_NW,NAME,t,North West,Nordwest
ZA_NW,SHORT_NAME,t,North West,Nordwest
ZA_NW_TEST,NAME,t,Testhospital - North West,Testkrankenhaus - Nordwest
ZA_NW_TEST,SHORT_NAME,t,Testhosp. ZA_NW,Testkrh. ZA_NW
ZA_NW_TEST_TEST,NAME,t,Testdepartment - North West,Testabteilung - Nordwest
ZA_NW_TEST_TEST,SHORT_NAME,t,Testdep. ZA_NW,Testabt. ZA_NW
ZA_WC,NAME,t,Western Cape,Westkap
ZA_WC,SHORT_NAME,t,Western Cape,Westkap
ZA_WC_TEST,NAME,t,Testhospital - Western Cape,Testkrankenhaus - Westkap
ZA_WC_TEST,SHORT_NAME,t,Testhosp. ZA_WC,Testkrh. ZA_WC
ZA_WC_TEST_TEST,NAME,t,Testdepartment - Western Cape,Testabteilung - Westkap
ZA_WC_TEST_TEST,SHORT_NAME,t,Testdep. ZA_WC,Testabt. ZA_WC
