id,concept,concept_type,concept_source,concept_id,is_cc,show_mrsa,show_vre,show_3gcr,show_carb_r,show_coli_r
1334,Legionella wadsworthii,species,LPSN,species/legionella-wadsworthii,f,f,f,f,f,f
724,Legionella waltersii,species,LPSN,species/legionella-waltersii,f,f,f,f,f,f
1814,Legionella worsleiensis,species,LPSN,species/legionella-worsleiensis,f,f,f,f,f,f
2244,Leifsonia,genus,LPSN,genus/leifsonia,t,f,f,f,f,f
2333,Leifsonia aquatica,species,LPSN,species/leifsonia-aquatica,t,f,f,f,f,f
1637,Leifsonia xyli,species,LPSN,species/leifsonia-xyli,t,f,f,f,f,f
2513,Lelliottia,genus,LPSN,genus/lelliottia,f,f,f,t,f,f
1228,Lelliottia amnigena,species,LPSN,species/lelliottia-amnigena,f,f,f,t,f,f
1249,Lelliottia nimipressuralis,species,LPSN,species/lelliottia-nimipressuralis,f,f,f,t,f,f
696,Leminorella,genus,LPSN,genus/leminorella,f,f,f,t,t,t
464,Leminorella grimontii,species,LPSN,species/leminorella-grimontii,f,f,f,t,t,t
2053,Leminorella richardii,species,LPSN,species/leminorella-richardii,f,f,f,t,t,t
3167,Lentilactobacillus buchneri,species,LPSN,species/lentilactobacillus-buchneri,f,f,f,f,f,f
2110,Leptosphaeria,genus,MycoBank,2800,f,f,f,f,f,f
2138,Leptosphaeria senegalensis,species,MycoBank,299640,f,f,f,f,f,f
1580,Leptosphaeria tompkinsii,species,MycoBank,333276,f,f,f,f,f,f
2226,Leptospira,genus,LPSN,genus/leptospira,f,f,f,f,f,f
2235,Leptospira interrogans,species,LPSN,species/leptospira-interrogans,f,f,f,f,f,f
1777,Leptotrichia,genus,LPSN,genus/leptotrichia,f,f,f,f,f,f
1622,Leptotrichia buccalis,species,LPSN,species/leptotrichia-buccalis,f,f,f,f,f,f
1259,Leptotrichia trevisanii,species,LPSN,species/leptotrichia-trevisanii,f,f,f,f,f,f
250,Leptotrichia wadei,species,LPSN,species/leptotrichia-wadei,f,f,f,f,f,f
2366,Leuconostoc,genus,LPSN,genus/leuconostoc,f,f,f,f,f,f
2545,Leuconostoc citreum,species,LPSN,species/leuconostoc-citreum,f,f,f,f,f,f
1147,Leuconostoc lactis,species,LPSN,species/leuconostoc-lactis,f,f,f,f,f,f
1258,Leuconostoc mesenteroides,species,LPSN,species/leuconostoc-mesenteroides,f,f,f,f,f,f
1060,Leuconostoc pseudomesenteroides,species,LPSN,species/leuconostoc-pseudomesenteroides,f,f,f,f,f,f
3227,Levilactobacillus brevis,species,LPSN,species/levilactobacillus-brevis,f,f,f,f,f,f
3234,Ligilactobacillus salivarius,species,LPSN,species/ligilactobacillus-salivarius,f,f,f,f,f,f
3318,Limosilactobacillus antri,species,LPSN,species/limosilactobacillus-antri,f,f,f,f,f,f
3094,Limosilactobacillus fermentum,species,LPSN,species/limosilactobacillus-fermentum,f,f,f,f,f,f
3133,Limosilactobacillus gastricus,species,LPSN,species/limosilactobacillus-gastricus,f,f,f,f,f,f
2997,Limosilactobacillus oris,species,LPSN,species/limosilactobacillus-oris,f,f,f,f,f,f
3309,Limosilactobacillus reuteri,species,LPSN,species/limosilactobacillus-reuteri,f,f,f,f,f,f
3199,Limosilactobacillus vaginalis,species,LPSN,species/limosilactobacillus-vaginalis,f,f,f,f,f,f
157,Listeria,genus,LPSN,genus/listeria,f,f,f,f,f,f
1199,Listeria grayi,species,LPSN,species/listeria-grayi,f,f,f,f,f,f
2515,Listeria innocua,species,LPSN,species/listeria-innocua,f,f,f,f,f,f
2118,Listeria ivanovii,species,LPSN,species/listeria-ivanovii,f,f,f,f,f,f
368,Listeria monocytogenes,species,LPSN,species/listeria-monocytogenes,f,f,f,f,f,f
172,Listeria seeligeri,species,LPSN,species/listeria-seeligeri,f,f,f,f,f,f
1057,Listeria welshimeri,species,LPSN,species/listeria-welshimeri,f,f,f,f,f,f
1675,Listonella,genus,LPSN,genus/listonella,f,f,f,f,f,f
589,Loboa,genus,MycoBank,20311,f,f,f,f,f,f
1001,Lodderomyces,genus,MycoBank,2916,f,f,f,f,f,f
2267,Lodderomyces elongisporus,species,MycoBank,316954,f,f,f,f,f,f
3343,Lymphocytic choriomeningitis mammarenavirus,species,ICTV,202102586,f,f,f,f,f,f
3091,Lysinibacillus odysseyi,species,LPSN,species/lysinibacillus-odysseyi,t,f,f,f,f,f
2913,Lysinibacillus sphaericus,species,LPSN,species/lysinibacillus-sphaericus,t,f,f,f,f,f
3336,Lyssavirus rabies,species,ICTV,202101733,f,f,f,f,f,f
2218,Macrococcus,genus,LPSN,genus/macrococcus,f,f,f,f,f,f
2134,Macrococcus bovicus,species,LPSN,species/macrococcus-bovicus,f,f,f,f,f,f
1307,Macrococcus carouselicus,species,LPSN,species/macrococcus-carouselicus,f,f,f,f,f,f
1692,Macrococcus caseolyticus,species,LPSN,species/macrococcus-caseolyticus,f,f,f,f,f,f
818,Macrococcus equipercicus,species,LPSN,species/macrococcus-equipercicus,f,f,f,f,f,f
2647,Madariaga virus,species,ICTV,202105094,f,f,f,f,f,f
2303,Madurella,genus,MycoBank,8824,f,f,f,f,f,f
1081,Madurella grisea,species,MycoBank,287885,f,f,f,f,f,f
1627,Madurella mycetomatis,species,MycoBank,535193,f,f,f,f,f,f
3246,Malacoplasma penetrans,species,LPSN,species/malacoplasma-penetrans,f,f,f,f,f,f
1614,Malassezia,genus,MycoBank,8831,f,f,f,f,f,f
1542,Malassezia furfur,species,MycoBank,121793,f,f,f,f,f,f
801,Malassezia globosa,species,MycoBank,437919,f,f,f,f,f,f
1904,Malassezia pachydermatis,species,MycoBank,253759,f,f,f,f,f,f
1797,Malassezia restricta,species,MycoBank,437921,f,f,f,f,f,f
72,Malassezia sympodialis,species,MycoBank,130281,f,f,f,f,f,f
1373,Malbranchea,genus,MycoBank,8833,f,f,f,f,f,f
2993,Mammaliicoccus fleurettii,species,LPSN,species/mammaliicoccus-fleurettii,t,f,f,f,f,f
3055,Mammaliicoccus lentus,species,LPSN,species/mammaliicoccus-lentus,t,f,f,f,f,f
2969,Mammaliicoccus sciuri,species,LPSN,species/mammaliicoccus-sciuri,t,f,f,f,f,f
2987,Mammaliicoccus vitulinus,species,LPSN,species/mammaliicoccus-vitulinus,t,f,f,f,f,f
2414,Mannheimia,genus,LPSN,genus/mannheimia,f,f,f,f,f,f
1880,Mannheimia haemolytica,species,LPSN,species/mannheimia-haemolytica,f,f,f,f,f,f
2170,Marburgvirus,genus,ICTV,202101570,f,f,f,f,f,f
3320,Margalitia shackletonii,species,LPSN,species/margalitia-shackletonii,t,f,f,f,f,f
3410,Marquandomyces marquandii,genus,MycoBank,834880,f,f,f,f,f,f
206,Massilia,genus,LPSN,genus/massilia,f,f,f,f,f,f
1423,Massilia timonae,species,LPSN,species/massilia-timonae,f,f,f,f,f,f
387,Mastadenovirus,genus,ICTV,202102412,f,f,f,f,f,f
3333,Measles morbillivirus,species,ICTV,202101616,f,f,f,f,f,f
3345,Medicopsis romeroi,species,MycoBank,564792,f,f,f,f,f,f
160,Megamonas,genus,LPSN,genus/megamonas,f,f,f,f,f,f
1476,Megamonas hypermegale,species,LPSN,species/megamonas-hypermegale,f,f,f,f,f,f
483,Megasphaera,genus,LPSN,genus/megasphaera,f,f,f,f,f,f
1144,Megasphaera elsdenii,species,LPSN,species/megasphaera-elsdenii,f,f,f,f,f,f
3305,Mesobacillus boroniphilus,species,LPSN,species/mesobacillus-boroniphilus,t,f,f,f,f,f
2979,Mesobacillus jeotgali,species,LPSN,species/mesobacillus-jeotgali,t,f,f,f,f,f
3003,Mesobacillus subterraneus,species,LPSN,species/mesobacillus-subterraneus,t,f,f,f,f,f
3265,Metabacillus fastidiosus,species,LPSN,species/metabacillus-fastidiosus,t,f,f,f,f,f
3121,Metabacillus idriensis,species,LPSN,species/metabacillus-idriensis,t,f,f,f,f,f
3150,Metabacillus indicus,species,LPSN,species/metabacillus-indicus,t,f,f,f,f,f
3059,Metamycoplasma buccale,species,LPSN,species/metamycoplasma-buccale,f,f,f,f,f,f
3037,Metamycoplasma faucium,species,LPSN,species/metamycoplasma-faucium,f,f,f,f,f,f
2983,Metamycoplasma hominis,species,LPSN,species/metamycoplasma-hominis,f,f,f,f,f,f
3002,Metamycoplasma orale,species,LPSN,species/metamycoplasma-orale,f,f,f,f,f,f
3280,Metamycoplasma salivarium,species,LPSN,species/metamycoplasma-salivarium,f,f,f,f,f,f
859,Metarhizium,genus,MycoBank,8912,f,f,f,f,f,f
421,Metarhizium anisopliae,species,MycoBank,101834,f,f,f,f,f,f
1522,Methylobacterium,genus,LPSN,genus/methylobacterium,f,f,f,f,f,f
704,Methylobacterium mesophilicum,species,LPSN,species/methylobacterium-mesophilicum,f,f,f,f,f,f
3202,Methylorubrum zatmanii,species,LPSN,species/methylorubrum-zatmanii,f,f,f,f,f,f
3414,Metschnikowia pulcherrima,species,MycoBank,334124,f,f,f,f,f,f
1310,Meyerozyma,genus,MycoBank,513456,f,f,f,f,f,f
2187,Meyerozyma guilliermondii,species,MycoBank,513463,f,f,f,f,f,f
3355,Microascus paisii,species,MycoBank,809213,f,f,f,f,f,f
832,Microbacterium,genus,LPSN,genus/microbacterium,t,f,f,f,f,f
1830,Microbacterium arborescens,species,LPSN,species/microbacterium-arborescens,t,f,f,f,f,f
881,Microbacterium hydrocarbonoxydans,species,LPSN,species/microbacterium-hydrocarbonoxydans,t,f,f,f,f,f
2210,Microbacterium imperiale,species,LPSN,species/microbacterium-imperiale,t,f,f,f,f,f
1741,Microbacterium lacticum,species,LPSN,species/microbacterium-lacticum,t,f,f,f,f,f
1203,Microbacterium liquefaciens,species,LPSN,species/microbacterium-liquefaciens,t,f,f,f,f,f
2093,Microbacterium maritypicum,species,LPSN,species/microbacterium-maritypicum,t,f,f,f,f,f
180,Microbacterium oxydans,species,LPSN,species/microbacterium-oxydans,t,f,f,f,f,f
973,Microbacterium paraoxydans,species,LPSN,species/microbacterium-paraoxydans,t,f,f,f,f,f
1138,Microbacterium resistens,species,LPSN,species/microbacterium-resistens,t,f,f,f,f,f
100,Micrococcus,genus,LPSN,genus/micrococcus,t,f,f,f,f,f
1056,Micrococcus antarcticus,species,LPSN,species/micrococcus-antarcticus,t,f,f,f,f,f
2236,Micrococcus flavus,species,LPSN,species/micrococcus-flavus,t,f,f,f,f,f
1606,Micrococcus luteus,species,LPSN,species/micrococcus-luteus,t,f,f,f,f,f
1956,Micrococcus lylae,species,LPSN,species/micrococcus-lylae,t,f,f,f,f,f
2192,Micromonospora,genus,LPSN,genus/micromonospora,f,f,f,f,f,f
435,Micromonospora chalcea,species,LPSN,species/micromonospora-chalcea,f,f,f,f,f,f
1030,Microsporidium,genus,MycoBank,30525,f,f,f,f,f,f
3408,Microsporon brachytomum,species,MycoBank,528372,f,f,f,f,f,f
410,Microsporum,genus,MycoBank,8939,f,f,f,f,f,f
2807,Microsporum canis,species,MycoBank,160689,f,f,f,f,f,f
3364,Millerozyma farinosa,species,MycoBank,513465,f,f,f,f,f,f
1543,Mitsuokella,genus,LPSN,genus/mitsuokella,f,f,f,f,f,f
915,Mitsuokella multacida,species,LPSN,species/mitsuokella-multacida,f,f,f,f,f,f
2726,Mixta calida,species,LPSN,species/mixta-calida,f,f,f,t,t,t
1306,Mobiluncus,genus,LPSN,genus/mobiluncus,f,f,f,f,f,f
2297,Mobiluncus curtisii,species,LPSN,species/mobiluncus-curtisii,f,f,f,f,f,f
3322,Mobiluncus holmesii,species,LPSN,species/mobiluncus-holmesii,f,f,f,f,f,f
1819,Mobiluncus mulieris,species,LPSN,species/mobiluncus-mulieris,f,f,f,f,f,f
472,Moellerella,genus,LPSN,genus/moellerella,f,f,f,t,t,t
761,Moellerella wisconsensis,species,LPSN,species/moellerella-wisconsensis,f,f,f,t,t,t
2702,Moesziomyces bullatus,species,MycoBank,317784,f,f,f,f,f,f
601,Mogibacterium,genus,LPSN,genus/mogibacterium,f,f,f,f,f,f
2186,Mogibacterium diversum,species,LPSN,species/mogibacterium-diversum,f,f,f,f,f,f
2347,Mogibacterium neglectum,species,LPSN,species/mogibacterium-neglectum,f,f,f,f,f,f
641,Mogibacterium timidum,species,LPSN,species/mogibacterium-timidum,f,f,f,f,f,f
2017,Mogibacterium vescum,species,LPSN,species/mogibacterium-vescum,f,f,f,f,f,f
1289,Molluscum contagiosum virus,species,ICTV,202104766,f,f,f,f,f,f
1084,Monkeypox virus,species,ICTV,202104771,f,f,f,f,f,f
1277,Moraxella,genus,LPSN,genus/moraxella,f,f,f,f,f,f
3075,Moraxella anatipestifera,species,LPSN,species/moraxella-anatipestifera,f,f,f,f,f,f
1291,Moraxella atlantae,species,LPSN,species/moraxella-atlantae,f,f,f,f,f,f
263,Moraxella boevrei,species,LPSN,species/moraxella-boevrei,f,f,f,f,f,f
1886,Moraxella bovis,species,LPSN,species/moraxella-bovis,f,f,f,f,f,f
555,Moraxella canis,species,LPSN,species/moraxella-canis,f,f,f,f,f,f
1759,Moraxella caprae,species,LPSN,species/moraxella-caprae,f,f,f,f,f,f
770,Moraxella catarrhalis,species,LPSN,species/moraxella-catarrhalis,f,f,f,f,f,f
400,Moraxella cuniculi,species,LPSN,species/moraxella-cuniculi,f,f,f,f,f,f
1131,Moraxella lacunata,species,LPSN,species/moraxella-lacunata,f,f,f,f,f,f
422,Moraxella lincolnii,species,LPSN,species/moraxella-lincolnii,f,f,f,f,f,f
1633,Moraxella nonliquefaciens,species,LPSN,species/moraxella-nonliquefaciens,f,f,f,f,f,f
1499,Moraxella oblonga,species,LPSN,species/moraxella-oblonga,f,f,f,f,f,f
1036,Moraxella osloensis,species,LPSN,species/moraxella-osloensis,f,f,f,f,f,f
2569,Moraxella ovis,species,LPSN,species/moraxella-ovis,f,f,f,f,f,f
2369,Morbillivirus,genus,ICTV,202101612,f,f,f,f,f,f
665,Morganella,genus,LPSN,genus/morganella,f,f,f,t,t,f
66,Morganella morganii,species,LPSN,species/morganella-morganii,f,f,f,t,t,f
149,Morganella morganii sibonii,subspecies,LPSN,subspecies/morganella-morganii-sibonii,f,f,f,t,t,f
288,Mortierella,genus,MycoBank,20345,f,f,f,f,f,f
2697,Mucor,genus,MycoBank,25484,f,f,f,f,f,f
1330,Mucor circinelloides,species,MycoBank,198947,f,f,f,f,f,f
1465,Mucor hiemalis,species,MycoBank,249401,f,f,f,f,f,f
1645,Mucor janssenii,species,MycoBank,242235,f,f,f,f,f,f
735,Mucor ramosissimus,species,MycoBank,276099,f,f,f,f,f,f
3337,Mumps orthorubulavirus,species,ICTV,202101635,f,f,f,f,f,f
1395,Mycobacterium,genus,LPSN,genus/mycobacterium,f,f,f,f,f,f
381,Mycobacterium abscessus,species,LPSN,species/mycobacterium-abscessus,f,f,f,f,f,f
2877,Mycobacterium abscessus massiliense,subspecies,LPSN,subspecies/mycobacterium-abscessus-massiliense,f,f,f,f,f,f
825,Mycobacterium agri,species,LPSN,species/mycobacterium-agri,f,f,f,f,f,f
1188,Mycobacterium aichiense,species,LPSN,species/mycobacterium-aichiense,f,f,f,f,f,f
2852,Mycobacterium alsense,species,LPSN,species/mycobacterium-alsense,f,f,f,f,f,f
146,Mycobacterium alvei,species,LPSN,species/mycobacterium-alvei,f,f,f,f,f,f
2853,Mycobacterium arosiense,species,LPSN,species/mycobacterium-arosiense,f,f,f,f,f,f
2854,Mycobacterium arupense,species,LPSN,species/mycobacterium-arupense,f,f,f,f,f,f
2502,Mycobacterium asiaticum,species,LPSN,species/mycobacterium-asiaticum,f,f,f,f,f,f
2855,Mycobacterium aubagnense,species,LPSN,species/mycobacterium-aubagnense,f,f,f,f,f,f
1696,Mycobacterium aurum,species,LPSN,species/mycobacterium-aurum,f,f,f,f,f,f
415,Mycobacterium austroafricanum,species,LPSN,species/mycobacterium-austroafricanum,f,f,f,f,f,f
2461,Mycobacterium avium,species,LPSN,species/mycobacterium-avium,f,f,f,f,f,f
2599,Mycobacterium avium complex,species complex,NeoIPC,2,f,f,f,f,f,f
3099,Mycobacterium avium paratuberculosis,subspecies,LPSN,subspecies/mycobacterium-avium-paratuberculosis,f,f,f,f,f,f
2856,Mycobacterium bacteremicum,species,LPSN,species/mycobacterium-bacteremicum,f,f,f,f,f,f
2857,Mycobacterium basiliense,species,LPSN,species/mycobacterium-basiliense,f,f,f,f,f,f
74,Mycobacterium boenickei,species,LPSN,species/mycobacterium-boenickei,f,f,f,f,f,f
1200,Mycobacterium bohemicum,species,LPSN,species/mycobacterium-bohemicum,f,f,f,f,f,f
673,Mycobacterium branderi,species,LPSN,species/mycobacterium-branderi,f,f,f,f,f,f
2020,Mycobacterium brisbanense,species,LPSN,species/mycobacterium-brisbanense,f,f,f,f,f,f
1726,Mycobacterium brumae,species,LPSN,species/mycobacterium-brumae,f,f,f,f,f,f
1040,Mycobacterium canariasense,species,LPSN,species/mycobacterium-canariasense,f,f,f,f,f,f
2351,Mycobacterium celatum,species,LPSN,species/mycobacterium-celatum,f,f,f,f,f,f
1588,Mycobacterium chelonae,species,LPSN,species/mycobacterium-chelonae,f,f,f,f,f,f
2950,Mycobacterium chesapeaki,species,LPSN,species/mycobacterium-chesapeaki,f,f,f,f,f,f
1769,Mycobacterium chitae,species,LPSN,species/mycobacterium-chitae,f,f,f,f,f,f
2965,Mycobacterium chlorophenolicum,species,LPSN,species/mycobacterium-chlorophenolicum,f,f,f,f,f,f
2508,Mycobacterium chubuense,species,LPSN,species/mycobacterium-chubuense,f,f,f,f,f,f
2861,Mycobacterium colombiense,species,LPSN,species/mycobacterium-colombiense,f,f,f,f,f,f
2862,Mycobacterium conceptionense,species,LPSN,species/mycobacterium-conceptionense,f,f,f,f,f,f
2100,Mycobacterium confluentis,species,LPSN,species/mycobacterium-confluentis,f,f,f,f,f,f
2067,Mycobacterium conspicuum,species,LPSN,species/mycobacterium-conspicuum,f,f,f,f,f,f
787,Mycobacterium cookii,species,LPSN,species/mycobacterium-cookii,f,f,f,f,f,f
654,Mycobacterium cosmeticum,species,LPSN,species/mycobacterium-cosmeticum,f,f,f,f,f,f
884,Mycobacterium diernhoferi,species,LPSN,species/mycobacterium-diernhoferi,f,f,f,f,f,f
115,Mycobacterium doricum,species,LPSN,species/mycobacterium-doricum,f,f,f,f,f,f
982,Mycobacterium duvalii,species,LPSN,species/mycobacterium-duvalii,f,f,f,f,f,f
507,Mycobacterium elephantis,species,LPSN,species/mycobacterium-elephantis,f,f,f,f,f,f
2863,Mycobacterium europaeum,species,LPSN,species/mycobacterium-europaeum,f,f,f,f,f,f
955,Mycobacterium fallax,species,LPSN,species/mycobacterium-fallax,f,f,f,f,f,f
418,Mycobacterium farcinogenes,species,LPSN,species/mycobacterium-farcinogenes,f,f,f,f,f,f
574,Mycobacterium flavescens,species,LPSN,species/mycobacterium-flavescens,f,f,f,f,f,f
2864,Mycobacterium florentinum,species,LPSN,species/mycobacterium-florentinum,f,f,f,f,f,f
2457,Mycobacterium fortuitum,species,LPSN,species/mycobacterium-fortuitum,f,f,f,f,f,f
2951,Mycobacterium fortuitum complex,species complex,NeoIPC,80,f,f,f,f,f,f
2865,Mycobacterium fragae,species,LPSN,species/mycobacterium-fragae,f,f,f,f,f,f
1817,Mycobacterium frederiksbergense,species,LPSN,species/mycobacterium-frederiksbergense,f,f,f,f,f,f
911,Mycobacterium gadium,species,LPSN,species/mycobacterium-gadium,f,f,f,f,f,f
666,Mycobacterium gastri,species,LPSN,species/mycobacterium-gastri,f,f,f,f,f,f
423,Mycobacterium genavense,species,LPSN,species/mycobacterium-genavense,f,f,f,f,f,f
1693,Mycobacterium gilvum,species,LPSN,species/mycobacterium-gilvum,f,f,f,f,f,f
2551,Mycobacterium goodii,species,LPSN,species/mycobacterium-goodii,f,f,f,f,f,f
838,Mycobacterium gordonae,species,LPSN,species/mycobacterium-gordonae,f,f,f,f,f,f
2866,Mycobacterium grossiae,species,LPSN,species/mycobacterium-grossiae,f,f,f,f,f,f
1912,Mycobacterium haemophilum,species,LPSN,species/mycobacterium-haemophilum,f,f,f,f,f,f
1579,Mycobacterium hassiacum,species,LPSN,species/mycobacterium-hassiacum,f,f,f,f,f,f
1454,Mycobacterium heckeshornense,species,LPSN,species/mycobacterium-heckeshornense,f,f,f,f,f,f
1164,Mycobacterium heidelbergense,species,LPSN,species/mycobacterium-heidelbergense,f,f,f,f,f,f
2867,Mycobacterium heraklionense,species,LPSN,species/mycobacterium-heraklionense,f,f,f,f,f,f
1644,Mycobacterium hiberniae,species,LPSN,species/mycobacterium-hiberniae,f,f,f,f,f,f
1498,Mycobacterium hodleri,species,LPSN,species/mycobacterium-hodleri,f,f,f,f,f,f
2490,Mycobacterium holsaticum,species,LPSN,species/mycobacterium-holsaticum,f,f,f,f,f,f
127,Mycobacterium houstonense,species,LPSN,species/mycobacterium-houstonense,f,f,f,f,f,f
1017,Mycobacterium immunogenum,species,LPSN,species/mycobacterium-immunogenum,f,f,f,f,f,f
1680,Mycobacterium interjectum,species,LPSN,species/mycobacterium-interjectum,f,f,f,f,f,f
2208,Mycobacterium intermedium,species,LPSN,species/mycobacterium-intermedium,f,f,f,f,f,f
268,Mycobacterium intracellulare,species,LPSN,species/mycobacterium-intracellulare,f,f,f,f,f,f
2859,Mycobacterium intracellulare chimaera,subspecies,LPSN,subspecies/mycobacterium-intracellulare-chimaera,f,f,f,f,f,f
2868,Mycobacterium iranicum,species,LPSN,species/mycobacterium-iranicum,f,f,f,f,f,f
2042,Mycobacterium kansasii,species,LPSN,species/mycobacterium-kansasii,f,f,f,f,f,f
187,Mycobacterium komossense,species,LPSN,species/mycobacterium-komossense,f,f,f,f,f,f
2869,Mycobacterium koreense,species,LPSN,species/mycobacterium-koreense,f,f,f,f,f,f
1594,Mycobacterium kubicae,species,LPSN,species/mycobacterium-kubicae,f,f,f,f,f,f
2870,Mycobacterium kumamotonense,species,LPSN,species/mycobacterium-kumamotonense,f,f,f,f,f,f
2871,Mycobacterium kyorinense,species,LPSN,species/mycobacterium-kyorinense,f,f,f,f,f,f
2133,Mycobacterium lacus,species,LPSN,species/mycobacterium-lacus,f,f,f,f,f,f
2219,Mycobacterium lentiflavum,species,LPSN,species/mycobacterium-lentiflavum,f,f,f,f,f,f
581,Mycobacterium leprae,species,LPSN,species/mycobacterium-leprae,f,f,f,f,f,f
2872,Mycobacterium lepromatosis,species,LPSN,species/mycobacterium-lepromatosis,f,f,f,f,f,f
2873,Mycobacterium llatzerense,species,LPSN,species/mycobacterium-llatzerense,f,f,f,f,f,f
2874,Mycobacterium longobardum,species,LPSN,species/mycobacterium-longobardum,f,f,f,f,f,f
1667,Mycobacterium madagascariense,species,LPSN,species/mycobacterium-madagascariense,f,f,f,f,f,f
2282,Mycobacterium mageritense,species,LPSN,species/mycobacterium-mageritense,f,f,f,f,f,f
152,Mycobacterium malmoense,species,LPSN,species/mycobacterium-malmoense,f,f,f,f,f,f
2875,Mycobacterium mantenii,species,LPSN,species/mycobacterium-mantenii,f,f,f,f,f,f
1762,Mycobacterium marinum,species,LPSN,species/mycobacterium-marinum,f,f,f,f,f,f
2876,Mycobacterium marseillense,species,LPSN,species/mycobacterium-marseillense,f,f,f,f,f,f
2879,Mycobacterium monacense,species,LPSN,species/mycobacterium-monacense,f,f,f,f,f,f
965,Mycobacterium montefiorense,species,LPSN,species/mycobacterium-montefiorense,f,f,f,f,f,f
2257,Mycobacterium moriokaense,species,LPSN,species/mycobacterium-moriokaense,f,f,f,f,f,f
1973,Mycobacterium mucogenicum,species,LPSN,species/mycobacterium-mucogenicum,f,f,f,f,f,f
2880,Mycobacterium mungi,species,LPSN,species/mycobacterium-mungi,f,f,f,f,f,f
569,Mycobacterium murale,species,LPSN,species/mycobacterium-murale,f,f,f,f,f,f
2881,Mycobacterium nebraskense,species,LPSN,species/mycobacterium-nebraskense,f,f,f,f,f,f
2358,Mycobacterium neoaurum,species,LPSN,species/mycobacterium-neoaurum,f,f,f,f,f,f
528,Mycobacterium neworleansense,species,LPSN,species/mycobacterium-neworleansense,f,f,f,f,f,f
1703,Mycobacterium nonchromogenicum,species,LPSN,species/mycobacterium-nonchromogenicum,f,f,f,f,f,f
2882,Mycobacterium noviomagense,species,LPSN,species/mycobacterium-noviomagense,f,f,f,f,f,f
1142,Mycobacterium novocastrense,species,LPSN,species/mycobacterium-novocastrense,f,f,f,f,f,f
2374,Mycobacterium obuense,species,LPSN,species/mycobacterium-obuense,f,f,f,f,f,f
1145,Mycobacterium palustre,species,LPSN,species/mycobacterium-palustre,f,f,f,f,f,f
2883,Mycobacterium paraffinicum,species,LPSN,species/mycobacterium-paraffinicum,f,f,f,f,f,f
233,Mycobacterium parafortuitum,species,LPSN,species/mycobacterium-parafortuitum,f,f,f,f,f,f
2884,Mycobacterium paragordonae,species,LPSN,species/mycobacterium-paragordonae,f,f,f,f,f,f
2885,Mycobacterium parakoreense,species,LPSN,species/mycobacterium-parakoreense,f,f,f,f,f,f
322,Mycobacterium parascrofulaceum,species,LPSN,species/mycobacterium-parascrofulaceum,f,f,f,f,f,f
2886,Mycobacterium paraseoulense,species,LPSN,species/mycobacterium-paraseoulense,f,f,f,f,f,f
2451,Mycobacterium parmense,species,LPSN,species/mycobacterium-parmense,f,f,f,f,f,f
2530,Mycobacterium peregrinum,species,LPSN,species/mycobacterium-peregrinum,f,f,f,f,f,f
341,Mycobacterium phlei,species,LPSN,species/mycobacterium-phlei,f,f,f,f,f,f
1032,Mycobacterium phocaicum,species,LPSN,species/mycobacterium-phocaicum,f,f,f,f,f,f
124,Mycobacterium porcinum,species,LPSN,species/mycobacterium-porcinum,f,f,f,f,f,f
2887,Mycobacterium poriferae,species,LPSN,species/mycobacterium-poriferae,f,f,f,f,f,f
1585,Mycobacterium psychrotolerans,species,LPSN,species/mycobacterium-psychrotolerans,f,f,f,f,f,f
728,Mycobacterium rhodesiae,species,LPSN,species/mycobacterium-rhodesiae,f,f,f,f,f,f
2888,Mycobacterium riyadhense,species,LPSN,species/mycobacterium-riyadhense,f,f,f,f,f,f
2889,Mycobacterium saskatchewanense,species,LPSN,species/mycobacterium-saskatchewanense,f,f,f,f,f,f
1182,Mycobacterium scrofulaceum,species,LPSN,species/mycobacterium-scrofulaceum,f,f,f,f,f,f
2890,Mycobacterium senegalense,species,LPSN,species/mycobacterium-senegalense,f,f,f,f,f,f
2891,Mycobacterium senuense,species,LPSN,species/mycobacterium-senuense,f,f,f,f,f,f
2892,Mycobacterium seoulense,species,LPSN,species/mycobacterium-seoulense,f,f,f,f,f,f
2387,Mycobacterium septicum,species,LPSN,species/mycobacterium-septicum,f,f,f,f,f,f
2893,Mycobacterium setense,species,LPSN,species/mycobacterium-setense,f,f,f,f,f,f
1123,Mycobacterium sherrisii,species,LPSN,species/mycobacterium-sherrisii,f,f,f,f,f,f
1133,Mycobacterium shimoidei,species,LPSN,species/mycobacterium-shimoidei,f,f,f,f,f,f
2894,Mycobacterium shinjukuense,species,LPSN,species/mycobacterium-shinjukuense,f,f,f,f,f,f
186,Mycobacterium shottsii,species,LPSN,species/mycobacterium-shottsii,f,f,f,f,f,f
1970,Mycobacterium simiae,species,LPSN,species/mycobacterium-simiae,f,f,f,f,f,f
1252,Mycobacterium smegmatis,species,LPSN,species/mycobacterium-smegmatis,f,f,f,f,f,f
291,Mycobacterium sphagni,species,LPSN,species/mycobacterium-sphagni,f,f,f,f,f,f
2491,Mycobacterium szulgai,species,LPSN,species/mycobacterium-szulgai,f,f,f,f,f,f
361,Mycobacterium terrae,species,LPSN,species/mycobacterium-terrae,f,f,f,f,f,f
2952,Mycobacterium terrae complex,species complex,NeoIPC,81,f,f,f,f,f,f
2477,Mycobacterium thermoresistibile,species,LPSN,species/mycobacterium-thermoresistibile,f,f,f,f,f,f
